id,genbank,assembly_genbank,taxid,Kingdom,Phylum,Class,Order ,Family,Genus,Species,species_code,genus_code
MMP00713575,CP002444,GCA_000185805.1,648996,Bacteria,Aquificota,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,Thermovibrio ammonificans,857,488
MMP02232060,CP003096,GCA_000233775.1,580340,Bacteria,Synergistota,Synergistia,Synergistales,Thermovirgaceae,Thermovirga,Thermovirga lienii,858,489
MMP00010387,CP003801.1,GCA_000299115.1,744985,Bacteria,Proteobacteria,Alphaproteobacteria,HIMB59,HIMB59,HIMB59,HIMB59 sp000299115,241,153
MMP05826286,CP017718,GCA_001854405.1,1906738,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Henriciella,Henriciella sp001854405,279,178
MMP02598497,CP001678,GCA_000023785.1,582402,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia,Hirschia baltica,281,180
MMP03375744,CP011479,GCA_001011155.1,1620421,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Hoeflea,Hoeflea sp001011155,282,181
MMP02641510,CP006912,GCA_000503895.1,1029756,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium nitrativorans,289,186
MMP02604041,CP000158,GCA_000013025.1,228405,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,Hyphomonas neptunium,290,187
MMP02603337,CP002511,GCA_000195085.1,1002672,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,IMCC9063,IMCC9063 sp000195085,292,189
MMP09405541,CP030126,GCA_003568845.1,2220096,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Indioceanicola,Indioceanicola profundi,299,195
MMP08329264,CP025815,GCA_003352045.1,2070369,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JL08,JL08 sp003352045,301,197
MMP05726021,CP017781,GCA_001856665.1,1850250,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,LPB0142,LPB0142 sp001856665,321,213
MMP02769646,CP006773.1,GCA_000511355.1,999552,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera,Leisingera methylohalidivorans,329,218
MMP10756574,CP035417,GCA_004123675.1,2508307,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera,Leisingera sp004123675,330,218
MMP02598485,CP000393,GCA_000014265.1,203124,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Trichodesmium,Trichodesmium erythraeum,870,498
MMP10756573,CP038234,GCA_004535885.1,2508306,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera,Leisingera sp004123675,330,218
MMP10953988,CP036298,GCA_007752135.1,2527968,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,UBA11363,UBA11363 sp007752135,872,500
MMP05375122,CP017259,GCA_001735715.1,1336795,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA3537,UBA3537 sp001735715,873,501
MMP04486749,CP016269,GCA_001880285.1,1150389,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UJ101,UJ101,UJ101 sp001880285,874,502
MMP3283111,FO538765,GCA_000968135.1,1288970,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira,Magnetospira sp000968135,346,232
MMP02598382,CP000449,GCA_000014745.1,394221,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Maricaulis,Maricaulis maris_A,355,237
MMP09939831,CP032125,GCA_003544895.1,2171755,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinosulfonomonas,Marinosulfonomonas sp003544895,378,246
MMP03840244,CP010855,GCA_001046955.1,988812,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,Marinovum algicola,379,247
MMP06853988,CP021330,GCA_003433515.1,454601,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Maritalea,Maritalea myrionectae,382,249
MMP06046509,CP018572,GCA_001908835.1,1920883,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivivens,Marivivens sp001908835,384,251
MMP06054042,CP018171,GCA_001889605.1,1670800,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium_E oceanicum,385,252
MMP00019677,AP014648.1,GCA_000828475.1,1384459,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloceanibacter,Methyloceanibacter caenitepidi,415,270
MMP08944420,CP028960,GCA_003071365.1,2170729,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloceanibacter,Methyloceanibacter sp003071365,416,270
MMP09453063,CP030277,GCA_003330885.1,2026785,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,Mf105b01,Mf105b01 sp003330885,419,273
MMP02367297,CP007481.1,GCA_000632985.1,1286528,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,Neorickettsia helminthoeca,460,292
MMP12491244,CP043314,GCA_008189525.1,2601668,Bacteria,Proteobacteria,Alphaproteobacteria,1604HC,1604HC,Nesciobacter,Nesciobacter abundans,462,294
MMP03002180,CP009294,GCA_000767465.1,1088721,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium pentaromativorans,487,306
MMP2272572,FR856860,GCA_000253255.1,702113,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp000253255,488,306
MMP02603621,CP003741.1,GCA_000155675.2,391626,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,Octadecabacter antarcticus,494,312
MMP02603620,CP003742.1,GCA_000155735.2,391616,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,Octadecabacter arcticus,495,312
MMP03891579,CP012160,GCA_001187845.1,1458307,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,Octadecabacter temperatus,496,312
MMP07150770,CP021404,GCA_002504165.1,1411902,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pacificitalea,Pacificitalea manganoxidans,505,319
MMP11996107,CP045420,GCA_009363795.1,2587842,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Palleronia,Palleronia sp900609015,514,325
MMP08010293,CP025408,GCA_002847305.1,1529068,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus sp002847305,517,328
MMP04361746,CP014545,GCA_001586275.1,1806885,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parasphingorhabdus,Parasphingorhabdus sp001586275,526,334
MMP07411820,CP022548,GCA_002776575.1,2077182,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parasphingorhabdus,Parasphingorhabdus sp002776575,527,334
MMP19231918,LT703001,GCA_900149705.1,1922222,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parasphingorhabdus,Parasphingorhabdus sp900149705,528,334
MMP04870533,CP016545,GCA_001687545.1,645517,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Paraurantiacibacter,Paraurantiacibacter namhicola,529,335
MMP10699220,CP035310,GCA_004114695.1,2502843,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parerythrobacter,Parerythrobacter sp004114695,530,336
MMP02603918,CP002156,GCA_000152825.2,314260,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Parvularcula,Parvularcula bermudensis,531,337
MMP03764476,CP011805,GCA_001028625.1,543877,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Pelagerythrobacter,Pelagerythrobacter marensis,532,338
MMP00016662,CP003809.1,GCA_000299095.1,859653,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,Pelagibacter sp000299095,533,339
MMP09644087,CP031125,GCA_007833635.1,2268451,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,Pelagibacter sp007833635,534,339
MMP02603690,CP000084,GCA_000012345.1,335992,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,Pelagibacter ubique,535,339
MMP02604343,CP003075.1,GCA_000230555.1,1082931,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Pelagibacterium,Pelagibacterium halotolerans,536,340
MMP03294491,CP010673,GCA_002381285.1,60890,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter gallaeciensis,541,345
MMP03294483,CP010784,GCA_002393525.1,60890,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter gallaeciensis,541,345
MMP03292294,CP010588,GCA_002381305.1,60890,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter gallaeciensis,541,345
MMP03294489,CP010636,GCA_002381325.1,60890,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter gallaeciensis,541,345
MMP06834809,CP021040,GCA_002381385.1,60890,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter gallaeciensis,541,345
MMP06834800,CP021047,GCA_002381365.1,60890,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter gallaeciensis,541,345
MMP02641497,CP006966.1,GCA_000511385.1,1423144,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter gallaeciensis,541,345
MMP09780822,CP031952,GCA_003443555.1,221822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,542,345
MMP03292293,CP010595,GCA_002888685.1,221822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,542,345
MMP03294494,CP010599,GCA_002892225.1,221822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,542,345
MMP03294496,CP010610,GCA_002892025.1,221822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,542,345
MMP03294475,CP010623,GCA_002891985.1,221822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,542,345
MMP03294492,CP010629,GCA_002891965.1,221822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,542,345
MMP03294476,CP010650,GCA_002892185.1,221822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,542,345
MMP03294490,CP010661,GCA_002892045.1,221822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,542,345
MMP03294477,CP010668,GCA_002892005.1,221822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,542,345
MMP03294485,CP010705,GCA_002892065.1,221822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,542,345
MMP03294495,CP010725,GCA_002892085.1,221822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,542,345
MMP03294488,CP010735,GCA_002891945.1,221822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,542,345
MMP03294478,CP010741,GCA_002892165.1,221822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,542,345
MMP03294474,CP010745,GCA_002892265.1,221822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,542,345
MMP03294486,CP010749,GCA_002892125.1,221822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,542,345
MMP03294493,CP010756,GCA_002892145.1,221822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,542,345
MMP06234523,CP019307,GCA_001969345.1,221822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,542,345
MMP09780823,CP031948,GCA_003443575.1,221822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,542,345
MMP02603622,CP002972.1,GCA_000154745.2,383629,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,542,345
MMP09780821,CP031956,GCA_003443595.1,681157,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter piscinae,543,345
MMP03294472,CP010643,GCA_002412025.1,1580596,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter piscinae,543,345
MMP03294487,CP010656,GCA_002891905.1,1580596,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter piscinae,543,345
MMP03294473,CP010689,GCA_002892245.1,1580596,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter piscinae,543,345
MMP03294468,CP010715,GCA_002891925.1,1580596,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter piscinae,543,345
MMP03292295,CP010767,GCA_002412045.1,1580596,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter piscinae,543,345
MMP02953969,CP003984.1,GCA_000738435.1,666509,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina temperata,551,350
MMP09104445,CP031155,GCA_003344885.1,2185142,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Pontixanthobacter,Pontixanthobacter sp003344885,565,357
MMP04574079,CP015124,GCA_001678945.1,60890,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudophaeobacter,Pseudophaeobacter_A gallaeciensis_A,628,377
MMP06886414,CP021112,GCA_002119765.1,1235591,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes,Pseudorhodoplanes sinuspersici,629,378
MMP02261085,CP003148,GCA_000236645.1,911045,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pseudovibrio,Pseudovibrio denitrificans,630,379
MMP02603472,CP001751,GCA_000024465.1,488538,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,Puniceispirillum marinum,640,384
MMP11124332,CP038492,GCA_004751985.1,2916397,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodophyticola,Rhodophyticola sp004751985,663,399
MMP06610252,CP020384,GCA_002073975.1,308754,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum sp002073975,667,402
MMP04579687,CP015039,GCA_002079305.1,1564506,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum sp002079305,668,402
MMP00036750,BASI01000000,GCA_000520135.2,1188256,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum sulfidophilum,669,402
MMP11996132,CP045328,GCA_009363315.1,2587867,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Roseibium,Roseibium aggregatum_A,673,405
MMP11996119,CP045380,GCA_009363595.1,2587854,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Roseibium,Roseibium aggregatum_A,673,405
MMP11996129,CP045344,GCA_009363375.1,2587864,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Roseibium,Roseibium aggregatum_A,673,405
MMP11996131,CP045333,GCA_009363335.1,2587866,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Roseibium,Roseibium aggregatum_A,673,405
MMP12092007,CP041191,GCA_006517275.1,2590016,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Roseibium,Roseibium sp006517275,674,405
MMP11996126,CP045354,GCA_009363435.1,2587861,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Roseibium,Roseibium sp009363435,675,405
MMP03081458,CP004372.1,GCA_000590925.1,1294273,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseicyclus,Roseicyclus elongatus,676,406
MMP02598279,CP000264,GCA_000013565.1,290400,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseicyclus,Roseicyclus sp000013565,677,406
MMP11037189,CP036532,GCA_004331955.1,1852022,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Roseitalea,Roseitalea porphyridii,679,408
MMP11996117,CP045389,GCA_009363575.1,2587852,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax,Roseivivax halotolerans,680,409
MMP11996135,CP045318,GCA_009363255.1,2588299,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax,Roseivivax sp009363255,681,409
MMP11996123,CP045360,GCA_009363495.1,2587858,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax,Roseivivax sp009363255,681,409
MMP06173322,CP027407,GCA_002983865.1,2434,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter denitrificans,682,410
MMP02602987,CP000362,GCA_000014045.1,375451,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter denitrificans,682,410
MMP02603624,CP002623.1,GCA_000154785.2,391595,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter litoralis,683,410
MMP09772271,CP031598,GCA_008728195.1,540747,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius indicus,684,411
MMP07138891,CP030099,GCA_003288315.1,2203213,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius mucosus_A,685,411
MMP11996115,CP045393,GCA_009363655.1,2587850,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius sp009363655,686,411
MMP11996111,CP045410,GCA_009363735.1,2587846,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius sp009363655,686,411
MMP11996112,CP045404,GCA_009363715.1,2587847,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius sp009363715,687,411
MMP09780824,CP031946,GCA_003443535.1,2293862,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria sp003443535,689,413
MMP11996118,CP045384,GCA_009363615.1,2587853,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria sp009363615,690,413
MMP02604003,CP000031,GCA_000011965.2,246200,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria_B pomeroyi,691,414
MMP08643256,CP027665,GCA_003008555.1,2605946,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,SH-1,SH-1 sp003008555,697,419
MMP12400551,CP042301,GCA_007922615.2,2599600,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,STC3,STC3 sp007922615,699,421
MMP04562614,CP015093,GCA_001975705.1,1250539,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,Salipiger abyssi,715,435
MMP07267287,CP022189,GCA_003111685.1,311180,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,Salipiger pacificus_A,716,435
MMP04563574,CP014796,GCA_001969385.1,1229727,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,Salipiger profundus,717,435
MMP04450249,CP014595,GCA_001687105.1,1792508,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,Salipiger sp001687105,718,435
MMP10396653,CP034588,GCA_003970735.1,1826607,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Silicimonas,Silicimonas algicola,753,443
MMP08428886,CP026525,GCA_009664245.1,382,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium meliloti,755,445
MMP12491245,CP043312,GCA_008189685.1,2601646,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Sneabacter,Sneabacter namystus,756,446
